id,name,link,price,category,
49,HotHands Toe & Hand Warmer Pack (10 Toe Warmers and 2 packs of Hand Warmers),https://www.amazon.com/HotHands-Toe-Hand-Warmer-Pack/dp/B07ZMBLBBB/ref=pd_sbs_468_5/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B07ZMBLBBB&pd_rd_r=69f7bfc8-bbb6-43d1-ab56-fd0266c6f52f&pd_rd_w=RlBZq&pd_rd_wg=VMIMU&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=V9F6N95TBRVTS8F7GY1T&refRID=V9F6N95TBRVTS8F7GY1T,14.99,Health & personal care,
50,Portable Gas Heater Outdoor Warmer Propane Butane Tent Heater,https://www.amazon.com/Portable-Heater-Outdoor-Propane-Camping/dp/B07QG6QCLD/ref=sr_1_12?keywords=space+heater&qid=1575404827&s=sporting-goods&sr=1-12,23.99,sports & Outdoors,
51,Hotop 2 Pieces Camping Stove Adapter 1 Lb Propane Small Tank Input,https://www.amazon.com/Hotop-Camping-Adapter-Cylinder-Canister/dp/B07WVG6BYP/ref=pd_bxgy_86_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B07WVG6BYP&pd_rd_r=6cd25dda-4e71-45e6-8c6d-185053aeb4ef&pd_rd_w=v9Wej&pd_rd_wg=RFtJs&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=KTNXM9V3H8XJCZZJZ31D&psc=1&refRID=KTNXM9V3H8XJCZZJZ31D,13.99,sports & Outdoors,
52,REEHUT Ultralight Portable Camping Stoves Backpacking Stove with Piezo Ignition Adjustable Valve,https://www.amazon.com/REEHUT-Ultralight-Backpacking-Adjustable-Mountaineering/dp/B01M8O39TN/ref=pd_bxgy_468_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B01M8O39TN&pd_rd_r=87562b5d-d35f-4404-91a9-47c88103c113&pd_rd_w=tLpiO&pd_rd_wg=9VtA7&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=FA2HGPSECHWP21YC5PBT&psc=1&refRID=FA2HGPSECHWP21YC5PBT,14.99,sports & Outdoors,
53,GasOne Camping Fuel Blend Isobutane Fuel Canister 100g High Out,https://www.amazon.com/GasOne-Premium-Butane-Propane-White-4-Ounce/dp/B004CT9HMM/ref=pd_bxgy_468_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B004CT9HMM&pd_rd_r=6c248e8d-ba92-4df6-a0b2-65b27feab8ec&pd_rd_w=bcuDR&pd_rd_wg=BH8MF&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=DHR68JA2N8TFTJE8YN0H&psc=1&refRID=DHR68JA2N8TFTJE8YN0H,11.99,sports & Outdoors,
54,PhysiciansCare by First Aid Only 24-201 Eye Wash Solution,https://www.amazon.com/PhysiciansCare-First-Aid-Only-24-201/dp/B002A615DS/ref=sr_1_28?keywords=emergency+chemical+wash&qid=1575405006&sr=8-28,12.79,Health & personal care,
55,Orion Safety Products - 15 Minute Road Flares,https://www.amazon.com/Orion-Safety-Products-Minute-Flares/dp/B07GC1SR6Y/ref=sr_1_4?keywords=Flares&qid=1575405073&sr=8-4,19.48,sports & Outdoors,
56,The Zombie Survival Guide: Complete Protection from the Living Dead,https://www.amazon.com/Zombie-Survival-Guide-Complete-Protection/dp/1400049628/ref=sr_1_2?keywords=zombie+survival&qid=1575405115&sr=8-2,10.16,Health & personal care,
57,The Art of Eating through the Zombie Apocalypse: A Cookbook and Culinary Survival Guide,https://www.amazon.com/Art-Eating-through-Zombie-Apocalypse/dp/1940363365/ref=pd_sbs_14_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=1940363365&pd_rd_r=f5e98474-1ed1-49ad-955a-236d2f3dd812&pd_rd_w=ARmIx&pd_rd_wg=VYWKv&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=QT2QPGZRBKR5WK8GR9EY&psc=1&refRID=QT2QPGZRBKR5WK8GR9EY,17.96,Health & personal care,
58,The Worst-Case Scenario Survival Handbook,https://www.amazon.com/Worst-Case-Scenario-Survival-Handbook-Situations/dp/1452172188/ref=pd_bxgy_14_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=1452172188&pd_rd_r=f43fd070-c7ea-4634-a772-da813bf70c10&pd_rd_w=YTszh&pd_rd_wg=SmDkA&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=3TF1FJ51N34VA4RYBDMK&psc=1&refRID=3TF1FJ51N34VA4RYBDMK,17.06,Health & personal care,
59,Acme Crate Zombie Warrior Kit,https://www.amazon.com/Acme-Crate-Zombie-Warrior-Kit/dp/B079JZCG6F/ref=sr_1_4?dchild=1&keywords=zombie+survival&qid=1575405163&sr=8-4,210.01,sports & Outdoors,
60,X-Plore Gear Emergency Paracord Bracelets,https://www.amazon.com/X-Plore-Gear-Emergency-Wilderness-Survival-Kit/dp/B01LYP0SHA/ref=sr_1_36?dchild=1&keywords=zombie+survival&qid=1575405264&sr=8-36,8.99,Prime Wardrobe,
61,"Knot Tying Kit | Pro-Knot Best Rope Knot Cards, two practice cords and a carabiner",https://www.amazon.com/Tying-Pro-Knot-Cards-practice-carabiner/dp/0922273294/ref=pd_bxgy_200_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=0922273294&pd_rd_r=f1a129fb-6104-4506-9330-bf3294027253&pd_rd_w=QSFnY&pd_rd_wg=f5V9C&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=H535H3JM3ARTAZ9XZ6J4&psc=1&refRID=H535H3JM3ARTAZ9XZ6J4,8.96,sports & Outdoors,
62,XBEN Outdoor Climbing Rope 10M(32ft),https://www.amazon.com/Xben-Outdoor-Climbing-Equipment-Parachute/dp/B01HOQSGYO/ref=sxin_3_ac_d_rm?ac_md=2-2-Y2xpbWJpbmcgcm9wZQ%3D%3D-ac_d_rm&keywords=survival+rope&pd_rd_i=B01HOQSGYO&pd_rd_r=e23cd077-217f-4ecd-b974-73c3b111e164&pd_rd_w=kW6j4&pd_rd_wg=abFCU&pf_rd_p=6d29ef56-fc35-411a-8a8e-7114f01518f7&pf_rd_r=1KQZRGGGFGDTFA8F3SG9&psc=1&qid=1575405341,18.89,sports & Outdoors,
63,Weanas Thicken Climbing Harness,https://www.amazon.com/Weanas-Climbing-Mountaineering-Rescuing-Rappelling/dp/B074FYG7RM/ref=pd_bxgy_468_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B074FYG7RM&pd_rd_r=9dc22744-5582-4fbd-a219-4a7047278dee&pd_rd_w=j6Cs4&pd_rd_wg=c7RUi&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=CCEGYS3MK7FPB7JKAMG5&psc=1&refRID=CCEGYS3MK7FPB7JKAMG5,18.99,sports & Outdoors,
64,Wouxun KG-UV8E Tri-Band 136-174/220-260/400-520MHz Cross Band Repeater Duplex Work Mode 999CH VOX SOS CTCSS/DCS Ham Two Way Radio,https://www.amazon.com/KG-UV8E-Tri-Band-136-174-400-520MHz-Repeater/dp/B07PTQD8FH/ref=sr_1_2?keywords=SOS&qid=1575405410&s=sporting-goods&sr=1-2,145.88,sports & Outdoors,
65,Tri-Band Yaesu VX-6R Submersible Amateur Ham Radio Transceiver (144/222/440),https://www.amazon.com/Tri-Band-Yaesu-VX-6R-Submersible-Transceiver/dp/B004ESEW6C/ref=pd_sbs_107_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B004ESEW6C&pd_rd_r=55795f18-2f77-40b6-b45d-3da1bc7e67d4&pd_rd_w=zXw0a&pd_rd_wg=Gc4Ku&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=30GVSMBY5CVTG2BJGKRG&psc=1&refRID=30GVSMBY5CVTG2BJGKRG,249.94,sports & Outdoors,
66,Diamond SRH320A 144/220/440 MHz Tri-Band Handheld SMA Antenna,https://www.amazon.com/Diamond-SRH320A-Tri-Band-Handheld-Antenna/dp/B00JQK18TW/ref=pd_bxgy_107_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B00JQK18TW&pd_rd_r=bcfc59cb-a7fc-419e-88a2-b7eb7680fad1&pd_rd_w=UxtLC&pd_rd_wg=7R6mS&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=DMFVVBJMT5C6CSMWFSA1&psc=1&refRID=DMFVVBJMT5C6CSMWFSA1,43.95,sports & Outdoors,
67,Arcshell Rechargeable Long Range Two-Way Radios with Earpiece 4 Pack UHF 400-470Mhz Walkie Talkies Li-ion Battery and Charger Included,https://www.amazon.com/Arcshell-Rechargeable-Earpiece-400-470Mhz-Included/dp/B071WBN7TT/ref=sr_1_5?keywords=walkie+talkie&qid=1575405495&sr=8-5,45.99,sports & Outdoors,
68,"Motorola T200TP Talkabout Radio, 3 Pack",https://www.amazon.com/Motorola-T200TP-Talkabout-Radio-Pack/dp/B01DM7AEHQ/ref=sr_1_8?keywords=walkie+talkie&qid=1575405541&smid=ATVPDKIKX0DER&sr=8-8,43.99,sports & Outdoors,
69,"RunningSnail Solar Crank NOAA Weather Radio for Emergency with AM/FM, Flashlight, Reading Lamp and 2000mAh Power Bank",https://www.amazon.com/RunningSnail-Weather-Emergency-Flashlight-Bank%EF%BC%88Orange%EF%BC%89/dp/B07QKKJHQK/ref=sxin_2_ac_d_pm?ac_md=2-1-QmV0d2VlbiAkMjUgYW5kICQ0MA%3D%3D-ac_d_pm&keywords=survival+radio&pd_rd_i=B07QKKJHQK&pd_rd_r=cc475039-dac6-4a7d-8b68-d9098333cfdd&pd_rd_w=PsT42&pd_rd_wg=2A40P&pf_rd_p=02e79b16-eab7-4369-852f-d04a58a4d9b5&pf_rd_r=1YB7KYDE8117AMJ1NPCP&psc=1&qid=1575405588,29.90,sports & Outdoors,
70,Ka-Bar Tactical Spork (Spoon Fork Knife) Tool 9909,https://www.amazon.com/Ka-Bar-Tactical-Spork-Spoon-9909/dp/B01FYJ6ICK/ref=sr_1_8?dchild=1&keywords=survival&qid=1575405690&sr=8-8,5.86,Prime Pantry,
71,Bushcraft 101: A Field Guide to the Art of Wilderness Survival,https://www.amazon.com/Bushcraft-101-Field-Wilderness-Survival/dp/1440579776/ref=sr_1_6?keywords=survival&qid=1575405724&sr=8-6,9.55,sports & Outdoors,
72,Bushcraft First Aid: A Field Guide to Wilderness Emergency Care,https://www.amazon.com/Bushcraft-First-Aid-Wilderness-Emergency/dp/1507202342/ref=pd_bxgy_14_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=1507202342&pd_rd_r=cebbbbfb-c31d-451c-878a-05d77271fde3&pd_rd_w=IQQBR&pd_rd_wg=bbUMv&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=H0FG5VSNZD6NCNFS5V8C&psc=1&refRID=H0FG5VSNZD6NCNFS5V8C,10.26,health & personal care,
73,"The Bushcraft Field Guide to Trapping, Gathering, and Cooking in the Wild",https://www.amazon.com/Bushcraft-Field-Trapping-Gathering-Cooking/dp/1440598525/ref=pd_sbs_14_4/147-9420165-9422138?_encoding=UTF8&pd_rd_i=1440598525&pd_rd_r=46755c9c-6595-41b6-a6e6-7715b8d6d265&pd_rd_w=WlSI6&pd_rd_wg=OIxrh&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=JCCRE02P24S9P9428ZVC&psc=1&refRID=JCCRE02P24S9P9428ZVC,10.79,sports & Outdoors,
74,Edible Wild Plants: A North American Field Guide to Over 200 Natural Foods,https://www.amazon.com/Edible-Wild-Plants-American-Natural/dp/1402767153/ref=pd_sbs_14_7?_encoding=UTF8&pd_rd_i=1402767153&pd_rd_r=c9950d28-0f33-4a6f-8592-b09b875e1f61&pd_rd_w=FlVzL&pd_rd_wg=Qrgef&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=R8ZZBA2G0MB9ZD00XN71&psc=1&refRID=R8ZZBA2G0MB9ZD00XN71,14.83,sports & Outdoors,
75,Tough Tesla Lighter – Outdoor Waterproof Windproof Dual Arc Plasma USB Electric w/Paratinder Lanyard & Emergency Whistle by Frog & Co. (Orange),https://www.amazon.com/Waterproof-Tough-Tesla-Rechargeable-Paratinder/dp/B07KFQVPTW/ref=sr_1_1?dchild=1&keywords=survival&qid=1575405848&sr=8-1,14.93,sports & Outdoors,
76,"Phone Skope PYRO Putty Winter, Summer, Eco Blend, Emergency Survival Fire Starter",https://www.amazon.com/Phone-Skope-Emergency-Survival-Starter/dp/B07QMGJTR6/ref=pd_bxgy_200_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B07QMGJTR6&pd_rd_r=b3f393dc-b876-43eb-b7b9-317457e123d2&pd_rd_w=H7dmX&pd_rd_wg=ymerN&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=2K7JH9K5ZN1AXGG6MY93&psc=1&refRID=2K7JH9K5ZN1AXGG6MY93,12.99,sports & Outdoors,
77,Texas Bushcraft Fire Starter Survival Kit,https://www.amazon.com/Texas-Bushcraft-Drawstring-Emergency-Backpacking/dp/B07LBDTBTL/ref=pd_sbs_468_5/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B07LBDTBTL&pd_rd_r=1902e371-6b2b-4d22-b2a6-e674bd19299a&pd_rd_w=XNPhy&pd_rd_wg=WkERU&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=KBC223HF8DKZ6FX8PMV0&refRID=KBC223HF8DKZ6FX8PMV0,31.95,sports & Outdoors,
78,Zippo Lighter Fluid,https://www.amazon.com/Zippo-Lighter-Fluid-12-oz/dp/B000K2U3JG/ref=sr_1_3?dchild=1&keywords=lighter+fluid&qid=1575405958&s=sporting-goods&smid=ATVPDKIKX0DER&sr=1-3,6.71,sports & Outdoors,
79,"Vitafusion MultiVites Gummy Vitamins, 150ct",https://www.amazon.com/Vitafusion-MultiVites-Gummy-Vitamins-150ct/dp/B002H0KZ9M/ref=sr_1_3?keywords=multivitamin&qid=1575405990&s=sporting-goods&sr=1-3,9.36,Prime Pantry,
80,UST Emergency Food Ration Bars (PDQ 4-ct),https://www.amazon.com/UST-Emergency-Food-Ration-Bars/dp/B01DUE1U9C/ref=sr_1_1?dchild=1&keywords=survival+nutrition&qid=1575406054&sr=8-1,27.17,Prime Pantry,
81,"DATREX Emergency Water Pouch for Disaster or Survival, 125 ml Each",https://www.amazon.com/Datrex-Emergency-Survival-Water-Pouch/dp/B00ANY4EXM/ref=pd_bxgy_468_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B00ANY4EXM&pd_rd_r=336cb25f-8058-4cb3-932c-c52d74c73411&pd_rd_w=G5YUp&pd_rd_wg=Wp6JM&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=HFTGN9360FZX62JBK2WD&psc=1&refRID=HFTGN9360FZX62JBK2WD,29.95,Prime Pantry,
82,"365 Everyday Value, Water Spring, 16.9 Fl Oz, 24 Pack",https://www.amazon.com/365-Everyday-Value-Water-Spring/dp/B07FZ9BT6K/ref=sr_1_4?almBrandId=VUZHIFdob2xlIEZvb2Rz&fpw=alm&keywords=bottled+water&qid=1575406147&sr=8-4,3.49,Prime Pantry,
83,"Bear Archery Salute Ready to Hunt Compound Bow Includes Trophy Ridge Sight, Whisker Biscuit, Peep Sight, and S-Loop",https://www.amazon.com/Bear-Archery-Compound-Whisker-Biscuit/dp/B07RS7G34R/ref=sr_1_6?dchild=1&keywords=archery&qid=1575406197&sr=8-6,298.00,sports & Outdoors,
84,Tiger Archery 30Inch Carbon Arrow Practice Hunting Arrows with Removable Tips for Compound & Recurve Bow(Pack of 12),https://www.amazon.com/Tiger-Archery-Practice-Removable-Compound/dp/B06Y4MVLKD/ref=pd_bxgy_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B06Y4MVLKD&pd_rd_r=4017b4d3-5bb3-4d79-b9b3-19a3af33b787&pd_rd_w=qqoCr&pd_rd_wg=C299a&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=WB5ZMN8MH9H9NA3JN84R&psc=1&refRID=WB5ZMN8MH9H9NA3JN84R,28.89,sports & Outdoors,
85,APOC Survival Katana,https://www.amazon.com/APOC-SD35510-Survival-Katana/dp/B0748FJV1B/ref=sr_1_48?dchild=1&keywords=apocalypse+survival&qid=1575406299&s=sporting-goods&sr=1-48,135.99,sports & Outdoors,
86,MOSSY OAK Emergency Survival Kit in Waterproof and Airproof Protective Case,https://www.amazon.com/Emergency-Waterproof-Protective-Multitool-Flashlight/dp/B01M3WYBIC/ref=sr_1_8?dchild=1&keywords=apocalypse+survival&qid=1575406386&s=sporting-goods&sr=1-8,49.99,sports & Outdoors,
87,"Mr. Heater F215100 MH4B Little Buddy 3800-BTU Indoor Safe Propane Heater, Medium",https://www.amazon.com/Mr-Heater-F215100-3800-BTU-Propane/dp/B001CFRF7I/ref=pd_bxgy_468_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B001CFRF7I&pd_rd_r=6a18e13e-d6d6-4535-83b0-75c8f1ccc0c0&pd_rd_w=tIjwb&pd_rd_wg=ZUFTA&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=7MY28EXVJBK1JSAYSCZT&psc=1&refRID=7MY28EXVJBK1JSAYSCZT,58.46,sports & Outdoors,
88,"HiCool Winter Gloves,Touch Screen Running Thermal Driving Warm Outdoor Sports Head Gloves for Men Women",https://www.amazon.com/HiCool-Thermal-Running-Weather-Driving/dp/B07H2WR1M7/ref=sr_1_6?dchild=1&keywords=all+weather+gloves&qid=1575406755&s=sporting-goods&sr=1-6,15.95,Prime Wardrobe,
89,Lixada Mosquito Suit - Whole Body Repellent Bug Jacket Mesh Hooded Suits Men Women Ultra-fine Mesh Insect Protective for Outdoor Fishing Hiking Camping Gardening Farming,https://www.amazon.com/Lixada-Mosquito-Suit-Ultra-fine-Protective/dp/B07QGX3NH7/ref=sr_1_3?keywords=farming&qid=1575406807&s=sporting-goods&sr=1-3,17.99,Prime Wardrobe,
90,Sawyer Products Premium Permethrin Clothing Insect Repellent,https://www.amazon.com/Sawyer-Products-SP657-Permethrin-Repellent/dp/B001ANQVYU/ref=pd_bxgy_121_img_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B001ANQVYU&pd_rd_r=cc400be2-3ad1-488d-83ae-73b970360fa3&pd_rd_w=Ah7KR&pd_rd_wg=2yavb&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=8HK2T2PEC33PDDVCTDEJ&psc=1&refRID=8HK2T2PEC33PDDVCTDEJ,14.99,health & personal care,
91,"RADEX RD1503+ w/o dosimeter: High Accuracy Geiger Counter, Radiation Detector (English) (4-Pack)",https://www.amazon.com/RADEX-RD1503-dosimeter-Accuracy-Radiation/dp/B07PY4MDRK/ref=sr_1_4?keywords=rad+detector&qid=1575406870&s=sporting-goods&sr=1-4,"2,636.94",sports & Outdoors,
92,"Geiger Counter Terra-P, Dosimeter Radiometer Radiation Detector MKS-05 IP30",https://www.amazon.com/Counter-Dosimeter-Radiometer-Radiation-Detector/dp/B005US5EFI/ref=pd_sbs_328_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B005US5EFI&pd_rd_r=7d902512-14aa-4eea-bfc5-06704e3608d5&pd_rd_w=UGdeb&pd_rd_wg=NSDrK&pf_rd_p=5873ae95-9063-4a23-9b7e-eafa738c2269&pf_rd_r=71FM0V7Z8DY8PSCJDXFQ&psc=1&refRID=71FM0V7Z8DY8PSCJDXFQ,194.99,sports & Outdoors,
93,IOSAT - Pack of 3 by Iosat - Thyroid blocking pills for blocking radiation absorption ,https://www.amazon.com/IOSAT-Iosat-Octobe-Expiration-Later/dp/B01LMPIR06/ref=pd_bxgy_328_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B01LMPIR06&pd_rd_r=5f43d354-b282-4f95-a90e-c4bc241ffe7d&pd_rd_w=7OXXF&pd_rd_wg=uxL8Q&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=R254VE3DAQK9ZYFAQZA1&psc=1&refRID=R254VE3DAQK9ZYFAQZA1,22.29,health & personal care,
94,RAD Triage 50 Personal Radiation Detector for Wallet or Pocket,https://www.amazon.com/Triage-Personal-Radiation-Detector-Wallet/dp/B00W48WLVC/ref=pd_bxgy_121_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B00W48WLVC&pd_rd_r=f5b67ff9-8da4-4aa9-9205-7e200e0307b2&pd_rd_w=ornn1&pd_rd_wg=1vfUH&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=BJ98RF7TTT4GFY11HCW3&psc=1&refRID=BJ98RF7TTT4GFY11HCW3,19.00,sports & Outdoors,
95,"U.S. Armed Forces Nuclear, Biological And Chemical Survival Manual",https://www.amazon.com/Forces-Nuclear-Biological-Chemical-Survival/dp/046500797X/ref=pd_cp_328_2/147-9420165-9422138?_encoding=UTF8&pd_rd_i=046500797X&pd_rd_r=223130bf-7e11-4b94-91d3-0bd0112ecbd7&pd_rd_w=RWdgw&pd_rd_wg=FEy55&pf_rd_p=0e5324e1-c848-4872-bbd5-5be6baedf80e&pf_rd_r=T0X9MFWT966VC15WGZD9&psc=1&refRID=T0X9MFWT966VC15WGZD9,9.99,sports & Outdoors,
96,GQ GMC300EPlus Fulfill Digital Nuclear Radiation Detector Monitor Meter,https://www.amazon.com/GQ-GMC300EPlus-Fulfill-Radiation-Detector/dp/B00IN8TJYY/ref=sr_1_18?keywords=radiation&qid=1575407135&sr=8-18,74.99,sports & Outdoors,
97,Koehler Enterprises RA990 Multi-Use Siphon Fuel Transfer Pump Kit (for Gas Oil and Liquids),https://www.amazon.com/Koehler-Enterprises-RA990-Multi-Use-Transfer/dp/B0181EDCZ6/ref=sr_1_4?keywords=gas+siphon&qid=1575407197&sr=8-4,9.69,sports & Outdoors,
98,No-Spill 1450 5-Gallon Poly Gas Can (CARB Compliant),https://www.amazon.com/No-Spill-1450-5-Gallon-Poly-Compliant/dp/B000W9JN4S/ref=pd_bxgy_263_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B000W9JN4S&pd_rd_r=6a11e7e7-74aa-4f55-897b-204cf44d757f&pd_rd_w=g3xig&pd_rd_wg=hz4Ah&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=0BVR0HW6G3770C0NC8GA&psc=1&refRID=0BVR0HW6G3770C0NC8GA,33.99,sports & Outdoors,
99,"Mission Darkness Non-Window Faraday Bag for Phones - Device Shielding for Law Enforcement, Military, Executive Privacy, Travel & Data Security, Anti-Hacking & Anti-Tracking Assurance",https://www.amazon.com/Mission-Darkness-Non-Window-Faraday-Phones/dp/B01A7MACL2/ref=sr_1_2?keywords=emf+bags&qid=1575407345&sr=8-2,22.99,Prime Wardrobe,
100,"Mission Darkness Non-Window Faraday Bag for Laptops - Device Shielding for Law Enforcement, Military, Executive Privacy, EMP Protection, Travel & Data Security, Anti-Hacking & Anti-Tracking Assurance",https://www.amazon.com/Mission-Darkness-Non-Window-Faraday-Laptops/dp/B01A7NDHZO/ref=pd_bxgy_107_img_3/147-9420165-9422138?_encoding=UTF8&pd_rd_i=B01A7NDHZO&pd_rd_r=318fb644-dd20-4f61-9338-24433329fcb5&pd_rd_w=X86TR&pd_rd_wg=5Wrpu&pf_rd_p=09627863-9889-4290-b90a-5e9f86682449&pf_rd_r=N0Z53TDS2D4YCRP03V48&psc=1&refRID=N0Z53TDS2D4YCRP03V48,95.00,Prime Wardrobe,